cli_document,churn,prob_churn,dias_desde_ultima,n_pedidos,ticket_total,tipo_cliente,canal,uf
CLI_1B493FCC,0,4.568323345512033e-06,129,2,168.23000000000002,ANTIGO,Marketplace,MG
CLI_1B4A5C40,1,0.9999987536031755,490,1,126.69,NOVO,Marketplace,BA
CLI_1B4B7CB1,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,SP
CLI_1B4C7494,1,0.9999987536031755,476,1,159.72,NOVO,Marketplace,BA
CLI_1B4D71C3,1,0.9999987536031755,530,1,167.17,NOVO,Marketplace,PB
CLI_1B4EDF4F,1,0.9999987536031755,291,1,81.3,NOVO,Marketplace,SP
CLI_1B58A85B,1,0.9999987536031755,541,1,48.51,ANTIGO,Fulfillment,ES
CLI_1B59957C,1,0.9999987536031755,417,3,1135.62,ANTIGO,Marketplace,SP
CLI_1B5C0246,1,0.9999987536031755,533,1,287.08,NOVO,Marketplace,RS
CLI_1B5C86DA,1,0.9999987536031755,480,1,127.91,NOVO,Marketplace,RJ
CLI_1B5D8012,0,4.568323345512033e-06,50,3,504.21000000000004,ANTIGO,Marketplace,SP
CLI_1B5FAB77,1,0.9999987536031755,450,1,260.79,NOVO,Marketplace,PR
CLI_1B6199E0,1,0.9999987536031755,379,1,108.9,NOVO,Marketplace,SP
CLI_1B673A07,1,0.9999987536031755,397,2,321.21000000000004,ANTIGO,Marketplace,RJ
CLI_1B68F639,1,0.9999987536031755,226,1,146.31,NOVO,Marketplace,MG
CLI_1B6927B9,1,0.9999987536031755,437,1,147.71,ANTIGO,Marketplace,SP
CLI_1B69D6AB,1,0.9999987536031755,238,1,553.09,ANTIGO,Marketplace,SC
CLI_1B73508E,0,4.568323345512033e-06,32,3,872.2,ANTIGO,Marketplace,SP
CLI_1B74249F,1,0.9999987536031755,348,2,296.09000000000003,ANTIGO,Marketplace,SP
CLI_1B7489B7,0,4.568323345512033e-06,167,3,1586.4,ANTIGO,Marketplace,RJ
CLI_1B75C320,1,0.9999987536031755,404,1,335.14,ANTIGO,Marketplace,PB
CLI_1B75CF84,1,0.9999987536031755,278,1,188.93,NOVO,Marketplace,SP
CLI_1B77BCFB,1,0.9999987536031755,452,1,529.27,ANTIGO,Marketplace,PR
CLI_1B7DD26B,1,0.9999987536031755,547,1,144.07,NOVO,Marketplace,SP
CLI_1B7FB60C,1,0.9999987536031755,461,1,426.45,ANTIGO,Marketplace,AP
CLI_1B828473,1,0.9999987536031755,414,1,199.8,ANTIGO,Marketplace,SP
CLI_1B83392D,1,0.9999987536031755,411,1,108.91,NOVO,Fulfillment,SP
CLI_1B83600B,1,0.9999987536031755,498,1,148.87,ANTIGO,Marketplace,SP
CLI_1B86B971,0,4.568323345512033e-06,187,2,325.52,ANTIGO,Marketplace,DF
CLI_1B89C60E,1,0.9999987536031755,418,1,213.5,NOVO,Marketplace,GO
CLI_1B8C2DC7,1,0.9999987536031755,540,1,494.94,ANTIGO,Marketplace,RJ
CLI_1B92BA1A,1,0.9999987536031755,529,1,136.12,ANTIGO,Marketplace,RJ
CLI_1B92FCF9,1,0.9999987536031755,404,1,78.63,NOVO,Marketplace,SP
CLI_1B96C0EF,1,0.9999987536031755,395,1,238.32,NOVO,Marketplace,SP
CLI_1B985022,1,0.9999987536031755,454,1,102.81,NOVO,Marketplace,RJ
CLI_1B9EFFDD,0,4.568323345512033e-06,121,2,759.52,ANTIGO,Marketplace,SP
CLI_1BA069E6,1,0.9999987536031755,231,1,199.9,NOVO,Marketplace,RJ
CLI_1BA0D892,1,0.9999987536031755,522,1,262.23,ANTIGO,Marketplace,RJ
CLI_1BA7146F,1,0.9999987536031755,539,1,79.92,NOVO,Marketplace,BA
CLI_1BA7CB52,1,0.9999987536031755,356,1,167.83,NOVO,Marketplace,SP
CLI_1BA83E73,1,0.9999987536031755,357,1,151.57,NOVO,Marketplace,DF
CLI_1BAAD21D,1,0.9999987536031755,425,1,388.41,ANTIGO,Marketplace,PB
CLI_1BAB112F,1,0.9999987536031755,428,1,121.9,NOVO,Fulfillment,SP
CLI_1BACF9DE,1,0.9999987536031755,279,2,238.85,ANTIGO,Marketplace,SP
CLI_1BAF1BD7,1,0.9999987536031755,370,1,175.42,NOVO,Marketplace,SP
CLI_1BB0229A,1,0.9999987536031755,341,1,81.12,NOVO,Marketplace,PR
CLI_1BB1B472,1,0.9999987536031755,484,1,101.34,NOVO,Marketplace,SP
CLI_1BB1D2BA,1,0.9999987536031755,230,1,224.25,ANTIGO,Marketplace,RJ
CLI_1BB4F8E1,0,4.568323345512033e-06,49,2,503.35,ANTIGO,Marketplace,PR
CLI_1BB56C74,1,0.9999987536031755,334,2,335.49,ANTIGO,Marketplace,AL
CLI_1BB64E04,1,0.9999987536031755,455,1,138.91,NOVO,Fulfillment,SP
CLI_1BB655FA,1,0.9999987536031755,288,1,156.29,NOVO,Marketplace,SP
CLI_1BB66968,1,0.9999987536031755,513,1,119.18,NOVO,Marketplace,RN
CLI_1BB801D2,1,0.9999987536031755,282,1,128.11,NOVO,Marketplace,SP
CLI_1BB9DDEC,1,0.9999987536031755,515,1,503.51,ANTIGO,Marketplace,MG
CLI_1BC187C8,1,0.9999987536031755,383,1,242.91,NOVO,Marketplace,RN
CLI_1BC4E253,1,0.9999987536031755,498,1,69.93,ANTIGO,Marketplace,MG
CLI_1BC5BED5,1,0.9999987536031755,491,1,127.88,NOVO,Marketplace,RJ
CLI_1BC8561E,1,0.9999987536031755,525,1,71.52,NOVO,Marketplace,MG
CLI_1BC950EC,1,0.9999987536031755,361,1,39.63,NOVO,Marketplace,CE
CLI_1BCB7856,1,0.9999987536031755,453,1,78.94,ANTIGO,Marketplace,SP
CLI_1BCE0893,0,4.568323345512033e-06,48,3,1336.07,ANTIGO,Marketplace,RJ
CLI_1BCF35A8,1,0.9999987536031755,474,1,83.93,ANTIGO,Marketplace,SP
CLI_1BD761BE,1,0.9999987536031755,291,2,290.96,ANTIGO,Marketplace,SP
CLI_1BD7EB64,1,0.9999987536031755,383,1,434.93,NOVO,Marketplace,RJ
CLI_1BD914D5,0,4.568323345512033e-06,33,3,359.49,ANTIGO,Marketplace,RJ
CLI_1BDB1851,1,0.9999987536031755,402,1,622.06,NOVO,Marketplace,SP
CLI_1BDC2493,1,0.9999987536031755,403,1,145.95,NOVO,Marketplace,PR
CLI_1BDD8B69,1,0.9999987536031755,525,1,128.11,NOVO,Marketplace,SP
CLI_1BDFBAEB,1,0.9999987536031755,533,1,152.02,NOVO,Marketplace,RJ
CLI_1BE2B2AC,1,0.9999987536031755,334,1,223.2,NOVO,Marketplace,MG
CLI_1BE5C641,1,0.9999987536031755,232,1,201.6,NOVO,Marketplace,MG
CLI_1BE8EDD7,1,0.9999987536031755,261,2,178.19,ANTIGO,Marketplace,RJ
CLI_1BE919F2,1,0.9999987536031755,532,1,131.61,ANTIGO,Marketplace,BA
CLI_1BEBF4D4,1,0.9999987536031755,407,1,138.7,NOVO,Fulfillment,SP
CLI_1BEBF4F0,0,4.568323345512033e-06,50,2,418.72,ANTIGO,Marketplace,SP
CLI_1BF0C6DF,1,0.9999987536031755,341,1,232.82,ANTIGO,Marketplace,PR
CLI_1BF64341,1,0.9999987536031755,317,2,504.81,ANTIGO,Marketplace,MG
CLI_1BF72E0C,1,0.9999987536031755,403,1,241.45,ANTIGO,Marketplace,TO
CLI_1BF7D598,1,0.9999987536031755,402,1,177.85,ANTIGO,Marketplace,SP
CLI_1BF830E2,1,0.9999987536031755,401,1,105.67,NOVO,Marketplace,SP
CLI_1BF85B0D,1,0.9999987536031755,476,1,167.33,NOVO,Marketplace,RN
CLI_1BF88373,0,4.568323345512033e-06,32,2,656.39,ANTIGO,Marketplace,DF
CLI_1BFD4435,1,0.9999987536031755,427,1,144.07,NOVO,Marketplace,SP
CLI_1BFF1B0C,0,4.568323345512033e-06,130,2,359.37,ANTIGO,Marketplace,SP
CLI_1C0313BF,1,0.9999987536031755,430,1,179.9,NOVO,Marketplace,RJ
CLI_1C033E87,1,0.9999987536031755,537,1,279.2,ANTIGO,Marketplace,BA
CLI_1C0567CE,1,0.9999987536031755,367,1,30.69,ANTIGO,Marketplace,SP
CLI_1C0BF93A,1,0.9999987536031755,415,1,88.62,NOVO,Marketplace,MG
CLI_1C0D639E,1,0.9999987536031755,485,1,194.01,NOVO,Fulfillment,RJ
CLI_1C11C377,1,0.9999987536031755,437,1,269.27,NOVO,Marketplace,AL
CLI_1C143BAB,1,0.9999987536031755,448,1,176.21,NOVO,Marketplace,PE
CLI_1C16340C,0,4.568323345512033e-06,32,3,761.84,ANTIGO,Marketplace,RJ
CLI_1C190A10,1,0.9999987536031755,538,1,269.73,NOVO,Marketplace,SP
CLI_1C19D046,1,0.9999987536031755,452,2,253.17000000000002,ANTIGO,Marketplace,SP
CLI_1C1A7062,1,0.9999987536031755,293,1,188.93,NOVO,Marketplace,RJ
CLI_1C1D6F99,1,0.9999987536031755,421,1,204.23,NOVO,Marketplace,PR
CLI_1C1E55B8,0,4.568323345512033e-06,36,8,1489.55,ANTIGO,Marketplace,SP
CLI_1C207060,0,4.568323345512033e-06,207,3,1215.97,ANTIGO,Marketplace,SP
CLI_1C251DA6,1,0.9999987536031755,539,1,134.8,ANTIGO,Marketplace,RJ
CLI_1C25DBB5,1,0.9999987536031755,525,1,327.76,ANTIGO,Marketplace,PR
CLI_1C292A9B,0,4.568323345512033e-06,135,2,612.54,ANTIGO,Marketplace,SP
CLI_1C29949A,1,0.9999987536031755,332,1,583.2,ANTIGO,Marketplace,RJ
CLI_1C29F18A,1,0.9999987536031755,391,1,268.8,ANTIGO,Marketplace,SP
CLI_1C2DD82A,1,0.9999987536031755,544,1,119.18,NOVO,Marketplace,PA
CLI_1C30414E,1,0.9999987536031755,418,1,264.8,ANTIGO,Marketplace,DF
CLI_1C34BDFA,1,0.9999987536031755,260,1,78.59,NOVO,Marketplace,SP
CLI_1C353BB7,1,0.9999987536031755,356,1,209.7,NOVO,Marketplace,SP
CLI_1C375983,1,0.9999987536031755,356,1,268.92,ANTIGO,Marketplace,SP
CLI_1C37EE5C,1,0.9999987536031755,440,1,116.0,NOVO,Marketplace,RS
CLI_1C39141F,0,4.568323345512033e-06,23,3,442.01,ANTIGO,Marketplace,SP
CLI_1C3D1F1C,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,MG
CLI_1C42A06B,0,4.568323345512033e-06,77,4,1345.09,ANTIGO,Marketplace,MG
CLI_1C43268D,1,0.9999987536031755,374,1,133.82,NOVO,Marketplace,SP
CLI_1C43DF4F,0,4.568323345512033e-06,180,3,644.96,ANTIGO,Marketplace,RJ
CLI_1C465B33,1,0.9999987536031755,421,1,96.63,NOVO,Marketplace,BA
CLI_1C46AFDE,1,0.9999987536031755,501,1,136.82,ANTIGO,Marketplace,CE
CLI_1C46F4A5,1,0.9999987536031755,231,1,163.01,NOVO,Marketplace,RJ
CLI_1C477BDC,0,4.568323345512033e-06,94,2,658.72,ANTIGO,Marketplace,RJ
CLI_1C49DB8C,0,4.568323345512033e-06,53,5,1799.47,ANTIGO,Marketplace,PR
CLI_1C4B7AD4,0,4.568323345512033e-06,203,5,934.04,ANTIGO,Marketplace,RJ
CLI_1C4C2EA3,1,0.9999987536031755,237,1,323.72,NOVO,Marketplace,RJ
CLI_1C4C91E7,1,0.9999987536031755,417,1,176.31,NOVO,Marketplace,RJ
CLI_1C517FD8,1,0.9999987536031755,519,1,139.86,ANTIGO,Marketplace,SP
CLI_1C520BB4,1,0.9999987536031755,361,1,377.81,NOVO,Marketplace,MG
CLI_1C52BCA0,0,4.568323345512033e-06,57,5,3038.37,ANTIGO,Marketplace,RS
CLI_1C581660,1,0.9999987536031755,223,1,71.93,NOVO,Marketplace,TO
CLI_1C59D6CF,0,4.568323345512033e-06,101,3,229.84,ANTIGO,Marketplace,MG
CLI_1C5C374A,1,0.9999987536031755,502,1,85.36,NOVO,Marketplace,SP
CLI_1C5DF339,1,0.9999987536031755,519,1,244.72,ANTIGO,Marketplace,RJ
CLI_1C60E438,1,0.9999987536031755,456,1,404.39,ANTIGO,Marketplace,DF
CLI_1C60E7F1,1,0.9999987536031755,525,1,138.21,NOVO,Marketplace,DF
CLI_1C62C65D,1,0.9999987536031755,229,4,975.91,ANTIGO,Marketplace,RJ
CLI_1C655541,1,0.9999987536031755,291,1,123.11,NOVO,Marketplace,RJ
CLI_1C65C5B9,1,0.9999987536031755,467,1,149.24,NOVO,Marketplace,PR
CLI_1C698302,1,0.9999987536031755,229,1,143.91,NOVO,Marketplace,PA
CLI_1C70D5E8,1,0.9999987536031755,512,1,258.72,NOVO,Marketplace,RS
CLI_1C722C13,1,0.9999987536031755,506,1,186.58,NOVO,Marketplace,SP
CLI_1C73D701,1,0.9999987536031755,264,1,89.91,NOVO,Marketplace,SC
CLI_1C7591EA,1,0.9999987536031755,235,2,206.26,ANTIGO,Marketplace,SP
CLI_1C76D3B5,1,0.9999987536031755,518,1,625.32,ANTIGO,Marketplace,RJ
CLI_1C795E96,1,0.9999987536031755,379,1,167.6,NOVO,Marketplace,RJ
CLI_1C7CE1B0,1,0.9999987536031755,333,2,353.62,ANTIGO,Marketplace,SP
CLI_1C7DBE2C,1,0.9999987536031755,401,1,182.0,NOVO,Marketplace,MG
CLI_1C7E99E2,1,0.9999987536031755,402,1,119.9,ANTIGO,Marketplace,SP
CLI_1C80CC6C,1,0.9999987536031755,259,1,152.62,NOVO,Marketplace,RJ
CLI_1C81478F,1,0.9999987536031755,402,4,1702.58,ANTIGO,Marketplace,MG
CLI_1C81F518,1,0.9999987536031755,420,1,76.93,NOVO,Marketplace,SP
CLI_1C82BCC9,1,0.9999987536031755,463,1,137.42,NOVO,Marketplace,RS
CLI_1C82C736,1,0.9999987536031755,509,1,103.92,ANTIGO,Marketplace,PA
CLI_1C831357,1,0.9999987536031755,389,1,268.11,NOVO,Marketplace,SP
CLI_1C83D7E7,1,0.9999987536031755,475,1,825.6,ANTIGO,Marketplace,PR
CLI_1C84707B,1,0.9999987536031755,494,1,255.39,NOVO,Marketplace,SP
CLI_1C862341,1,0.9999987536031755,299,1,99.55,ANTIGO,Marketplace,ES
CLI_1C87190E,1,0.9999987536031755,419,1,414.8,NOVO,Marketplace,SP
CLI_1C8B7A54,1,0.9999987536031755,365,1,143.61,ANTIGO,Marketplace,MG
CLI_1C8DF957,1,0.9999987536031755,279,1,111.98,ANTIGO,Marketplace,MG
CLI_1C8F086B,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,RS
CLI_1C90187D,1,0.9999987536031755,408,1,215.92,ANTIGO,Marketplace,SP
CLI_1C92B62F,1,0.9999987536031755,347,1,54.9,NOVO,Marketplace,SP
CLI_1C9951A9,1,0.9999987536031755,240,1,259.84,NOVO,Marketplace,PE
CLI_1C99F5AF,1,0.9999987536031755,280,1,260.32,NOVO,Marketplace,GO
CLI_1C9A33CD,1,0.9999987536031755,469,1,181.23,NOVO,Marketplace,SP
CLI_1C9B2C28,1,0.9999987536031755,312,1,408.62,NOVO,Marketplace,SP
CLI_1C9B6C2A,1,0.9999987536031755,401,1,236.52,ANTIGO,Marketplace,MG
CLI_1C9FAF03,0,4.568323345512033e-06,10,3,424.95000000000005,ANTIGO,Marketplace,MG
CLI_1CA08F3D,1,0.9999987536031755,498,1,78.63,NOVO,Marketplace,SP
CLI_1CA5BE7C,0,4.568323345512033e-06,21,2,437.69000000000005,ANTIGO,Marketplace,MG
CLI_1CA5FA7A,1,0.9999987536031755,376,1,277.18,NOVO,Marketplace,ES
CLI_1CA61165,1,0.9999987536031755,474,1,83.62,NOVO,Marketplace,SP
CLI_1CA6B790,1,0.9999987536031755,498,2,398.8,ANTIGO,Marketplace,PA
CLI_1CA8DD40,1,0.9999987536031755,418,1,218.44,NOVO,Marketplace,RJ
CLI_1CAB8B57,0,4.568323345512033e-06,54,13,6262.05,ANTIGO,Marketplace,RJ
CLI_1CAC0F64,0,4.568323345512033e-06,89,3,465.7,ANTIGO,Marketplace,RJ
CLI_1CACAACF,1,0.9999987536031755,229,2,802.44,ANTIGO,Marketplace,SP
CLI_1CAE1190,1,0.9999987536031755,299,1,269.9,ANTIGO,Marketplace,SP
CLI_1CB04FC9,1,0.9999987536031755,539,1,426.75,NOVO,Marketplace,SP
CLI_1CB4CE17,1,0.9999987536031755,504,1,113.95,ANTIGO,Marketplace,MG
CLI_1CB558C8,0,4.568323345512033e-06,138,3,1607.05,ANTIGO,Marketplace,CE
CLI_1CB9F612,0,4.568323345512033e-06,96,5,756.75,ANTIGO,Marketplace,RJ
CLI_1CBDAE7F,1,0.9999987536031755,479,1,158.5,NOVO,Marketplace,MG
CLI_1CBE1B3C,1,0.9999987536031755,314,1,91.86,NOVO,Marketplace,PR
CLI_1CC4EA5D,1,0.9999987536031755,429,1,63.92,NOVO,Fulfillment,SP
CLI_1CC7F2C5,0,4.568323345512033e-06,79,2,643.8,ANTIGO,Marketplace,SC
CLI_1CC80A14,1,0.9999987536031755,396,1,200.85,NOVO,Marketplace,SP
CLI_1CC87656,1,0.9999987536031755,342,1,136.31,NOVO,Marketplace,PE
CLI_1CC96720,1,0.9999987536031755,384,1,149.01,NOVO,Marketplace,SP
CLI_1CCE5360,1,0.9999987536031755,369,1,355.17,NOVO,Marketplace,SC
CLI_1CCE55A3,1,0.9999987536031755,536,1,238.36,NOVO,Marketplace,SP
CLI_1CCF2AE8,1,0.9999987536031755,525,1,142.47,NOVO,Fulfillment,DF
CLI_1CCF6551,1,0.9999987536031755,442,1,136.15,ANTIGO,Marketplace,SP
CLI_1CCFF3E0,0,4.568323345512033e-06,32,4,550.57,ANTIGO,Marketplace,SP
CLI_1CD1A0E3,1,0.9999987536031755,486,1,124.31,NOVO,Marketplace,RJ
CLI_1CD22F41,0,4.568323345512033e-06,108,5,1173.23,ANTIGO,Marketplace,RJ
CLI_1CD2B7A5,1,0.9999987536031755,494,1,122.57,NOVO,Fulfillment,GO
CLI_1CDA6E4E,1,0.9999987536031755,416,2,263.02,ANTIGO,Marketplace,DF
CLI_1CDBBFB1,1,0.9999987536031755,529,1,521.42,ANTIGO,Marketplace,MT
CLI_1CDE6854,0,4.568323345512033e-06,34,3,1219.37,ANTIGO,Marketplace,RS
CLI_1CDEBB77,1,0.9999987536031755,256,1,229.79,ANTIGO,Marketplace,SP
CLI_1CE36D4E,1,0.9999987536031755,519,1,139.86,ANTIGO,Marketplace,SP
CLI_1CE4280A,1,0.9999987536031755,362,2,416.25,ANTIGO,Marketplace,SP
CLI_1CE5664E,1,0.9999987536031755,399,1,167.52,NOVO,Marketplace,ES
CLI_1CE99F44,1,0.9999987536031755,549,1,119.18,ANTIGO,Marketplace,SE
CLI_1CEBC4F2,1,0.9999987536031755,386,1,169.8,NOVO,Marketplace,RJ
CLI_1CEE53F8,1,0.9999987536031755,529,1,238.36,ANTIGO,Marketplace,SC
CLI_1CF370C9,1,0.9999987536031755,390,1,406.28,NOVO,Marketplace,SP
CLI_1CF67134,1,0.9999987536031755,354,1,376.82,NOVO,Marketplace,RJ
CLI_1CFC76FB,1,0.9999987536031755,498,1,209.79,NOVO,Marketplace,RS
CLI_1CFC9F60,0,4.568323345512033e-06,45,2,204.78000000000003,ANTIGO,Marketplace,RS
CLI_1CFCBDBB,1,0.9999987536031755,539,1,135.06,NOVO,Marketplace,RJ
CLI_1D008B66,1,0.9999987536031755,380,1,158.64,ANTIGO,Marketplace,RJ
CLI_1D0113E2,1,0.9999987536031755,498,1,79.84,NOVO,Marketplace,SP
CLI_1D03D2EB,0,4.568323345512033e-06,32,2,478.59000000000003,ANTIGO,Marketplace,SP
CLI_1D04C5D6,1,0.9999987536031755,369,5,1165.5,ANTIGO,Marketplace,RO
CLI_1D06C11A,1,0.9999987536031755,331,1,131.75,NOVO,Marketplace,DF
CLI_1D10E867,1,0.9999987536031755,385,1,234.2,NOVO,Marketplace,RS
CLI_1D11B7EC,0,4.568323345512033e-06,161,2,380.8,ANTIGO,Marketplace,SP
CLI_1D1295BE,1,0.9999987536031755,443,1,297.9,NOVO,Marketplace,MT
CLI_1D13DA2B,1,0.9999987536031755,473,1,84.62,NOVO,Marketplace,SP
CLI_1D144C71,1,0.9999987536031755,273,1,194.58,NOVO,Marketplace,SC
CLI_1D157E1A,1,0.9999987536031755,350,1,271.96,NOVO,Marketplace,MG
CLI_1D1DC847,1,0.9999987536031755,406,1,196.68,NOVO,Marketplace,RN
CLI_1D1E334D,1,0.9999987536031755,404,1,75.44,NOVO,Marketplace,SP
CLI_1D1E71C8,1,0.9999987536031755,445,1,113.7,NOVO,Marketplace,SP
CLI_1D1F2CE6,0,4.568323345512033e-06,37,5,2020.82,ANTIGO,Marketplace,DF
CLI_1D1F666D,1,0.9999987536031755,225,1,146.29,NOVO,Marketplace,RJ
CLI_1D209B57,1,0.9999987536031755,405,1,88.85,NOVO,Marketplace,SP
CLI_1D21509C,1,0.9999987536031755,471,1,286.02,NOVO,Marketplace,MG
CLI_1D218627,1,0.9999987536031755,507,1,98.9,NOVO,Marketplace,ES
CLI_1D24EAD7,1,0.9999987536031755,517,1,229.83,NOVO,Marketplace,ES
CLI_1D2518C5,0,4.568323345512033e-06,40,3,214.20999999999998,ANTIGO,Marketplace,MG
CLI_1D25C285,1,0.9999987536031755,258,1,78.55,NOVO,Marketplace,ES
CLI_1D27DC34,1,0.9999987536031755,445,1,127.88,NOVO,Marketplace,RJ
CLI_1D2D48A1,1,0.9999987536031755,342,1,148.91,NOVO,Fulfillment,SP
CLI_1D2D9E8B,1,0.9999987536031755,291,1,200.05,ANTIGO,Marketplace,RJ
CLI_1D2E0DE8,0,4.568323345512033e-06,30,7,3231.8,ANTIGO,Marketplace,SC
CLI_1D301F9C,1,0.9999987536031755,356,1,135.82,ANTIGO,Marketplace,SP
CLI_1D322D35,1,0.9999987536031755,341,1,148.87,ANTIGO,Marketplace,SP
CLI_1D3317E3,0,4.568323345512033e-06,80,2,450.51,ANTIGO,Marketplace,RS
CLI_1D3AE511,1,0.9999987536031755,381,1,127.4,NOVO,Fulfillment,SC
CLI_1D3CD7A2,1,0.9999987536031755,336,1,348.75,NOVO,Marketplace,SP
CLI_1D42893D,1,0.9999987536031755,281,1,71.17,NOVO,Marketplace,AP
CLI_1D43A2EB,1,0.9999987536031755,361,2,237.91000000000003,ANTIGO,Marketplace,SP
CLI_1D45C096,0,4.568323345512033e-06,30,2,182.67,ANTIGO,Marketplace,MG
CLI_1D4756A3,1,0.9999987536031755,436,1,98.61,NOVO,Marketplace,SP
CLI_1D4967CB,1,0.9999987536031755,250,1,85.6,NOVO,Marketplace,MG
CLI_1D4A6388,1,0.9999987536031755,439,1,216.5,NOVO,Marketplace,RJ
CLI_1D4AF560,1,0.9999987536031755,479,1,158.73,NOVO,Marketplace,SP
CLI_1D4B1393,1,0.9999987536031755,229,1,290.12,ANTIGO,Marketplace,ES
CLI_1D4BDAF8,1,0.9999987536031755,347,2,279.09,ANTIGO,Marketplace,SP
CLI_1D4D67C4,1,0.9999987536031755,471,1,296.73,ANTIGO,Marketplace,SP
CLI_1D5230C5,1,0.9999987536031755,402,1,183.2,NOVO,Marketplace,RJ
CLI_1D55408F,1,0.9999987536031755,477,1,93.6,NOVO,Marketplace,RJ
CLI_1D55649C,1,0.9999987536031755,384,2,538.82,ANTIGO,Marketplace,RJ
CLI_1D558101,1,0.9999987536031755,281,1,72.17,NOVO,Marketplace,RO
CLI_1D58DE41,0,4.568323345512033e-06,78,3,1146.18,ANTIGO,Marketplace,SP
CLI_1D595AA3,1,0.9999987536031755,354,1,329.35,NOVO,Marketplace,SP
CLI_1D5976AC,1,0.9999987536031755,461,1,30.42,NOVO,Marketplace,MG
CLI_1D598B17,1,0.9999987536031755,281,1,159.74,ANTIGO,Marketplace,DF
CLI_1D599A05,1,0.9999987536031755,512,1,154.01,NOVO,Marketplace,RS
CLI_1D5A3A83,1,0.9999987536031755,280,1,118.93,ANTIGO,Marketplace,RJ
CLI_1D5BB2C5,0,4.568323345512033e-06,40,4,1022.8900000000001,ANTIGO,Marketplace,RJ
CLI_1D5C0EAC,1,0.9999987536031755,520,1,237.92,NOVO,Marketplace,PA
CLI_1D5EE0B3,1,0.9999987536031755,480,1,184.8,NOVO,Marketplace,SP
CLI_1D5FF4BB,1,0.9999987536031755,540,1,84.62,NOVO,Marketplace,BA
CLI_1D6B8068,0,4.568323345512033e-06,13,2,143.7,ANTIGO,Marketplace,MG
CLI_1D6BE2DE,0,4.568323345512033e-06,140,2,463.70000000000005,ANTIGO,Marketplace,RJ
CLI_1D6DE077,1,0.9999987536031755,242,1,316.62,NOVO,Marketplace,RJ
CLI_1D728BC1,1,0.9999987536031755,380,1,113.7,NOVO,Marketplace,SP
CLI_1D74BFA7,1,0.9999987536031755,502,1,163.54,ANTIGO,Marketplace,RJ
CLI_1D785316,1,0.9999987536031755,410,1,254.8,ANTIGO,Marketplace,SP
CLI_1D7ADDFB,1,0.9999987536031755,251,1,132.5,NOVO,Marketplace,SP
CLI_1D7EB223,1,0.9999987536031755,504,1,183.89,ANTIGO,Marketplace,MG
CLI_1D7F64DA,1,0.9999987536031755,421,1,88.62,NOVO,Marketplace,SP
CLI_1D7F74BC,1,0.9999987536031755,456,1,131.91,NOVO,Marketplace,RN
CLI_1D80F36B,1,0.9999987536031755,280,1,63.6,ANTIGO,Marketplace,RJ
CLI_1D814A46,1,0.9999987536031755,380,1,97.8,ANTIGO,Marketplace,SP
CLI_1D823E50,1,0.9999987536031755,331,1,151.74,NOVO,Marketplace,RJ
CLI_1D8272F7,1,0.9999987536031755,354,1,167.91,NOVO,Marketplace,SP
CLI_1D827D52,1,0.9999987536031755,416,1,69.65,NOVO,Marketplace,SP
CLI_1D85CBBB,1,0.9999987536031755,257,1,338.6,NOVO,Marketplace,SP
CLI_1D86FE80,1,0.9999987536031755,538,1,117.85,NOVO,Marketplace,AM
CLI_1D8A445E,0,4.568323345512033e-06,217,2,324.2,ANTIGO,Marketplace,MT
CLI_1D8DE1D5,1,0.9999987536031755,542,1,112.22,NOVO,Fulfillment,RS
CLI_1D8F8C88,1,0.9999987536031755,301,1,138.6,NOVO,Fulfillment,SP
CLI_1D9AEB0B,1,0.9999987536031755,469,1,458.0,NOVO,Marketplace,SP
CLI_1D9B26DB,1,0.9999987536031755,380,1,289.9,NOVO,Marketplace,SP
CLI_1D9EC0A5,1,0.9999987536031755,250,2,415.13,ANTIGO,Marketplace,MG
CLI_1D9F9DE7,1,0.9999987536031755,355,1,91.7,ANTIGO,Marketplace,RJ
CLI_1DA097BE,1,0.9999987536031755,348,1,126.81,NOVO,Marketplace,DF
CLI_1DA2C17C,0,4.568323345512033e-06,78,2,375.66999999999996,ANTIGO,Marketplace,RJ
CLI_1DA7955D,1,0.9999987536031755,356,1,147.7,NOVO,Marketplace,MG
CLI_1DA891A1,1,0.9999987536031755,495,1,205.9,NOVO,Marketplace,SP
CLI_1DA916C6,1,0.9999987536031755,458,1,287.84,ANTIGO,Marketplace,RJ
CLI_1DAA70B7,1,0.9999987536031755,525,1,134.34,ANTIGO,Marketplace,RJ
CLI_1DAC593C,0,4.568323345512033e-06,34,3,1716.94,ANTIGO,Marketplace,ES
CLI_1DB00677,1,0.9999987536031755,276,1,1016.6,NOVO,Marketplace,DF
CLI_1DB0553E,0,4.568323345512033e-06,161,2,681.3299999999999,ANTIGO,Marketplace,RJ
CLI_1DB0AB1C,1,0.9999987536031755,329,1,81.89,NOVO,Marketplace,GO
CLI_1DB278A0,0,4.568323345512033e-06,216,2,660.44,ANTIGO,Marketplace,RJ
CLI_1DB6EE0F,1,0.9999987536031755,543,1,119.18,NOVO,Marketplace,ES
CLI_1DBBB754,1,0.9999987536031755,356,1,283.92,NOVO,Marketplace,RJ
